id,index,period,minute,type,possession,play_pattern,team,player,position,duration,match_id,player_id,under_pressure,off_camera,counterpress,out,likelihood,outcome,recipient_id,recipient_name,height,body_part,location_x,location_y,location_end_x,location_end_y
4e8cdb27-cc4a-4453-a5d3-c2a3a8bcc1c7,5,1,0,Kick Off,2,From Kick Off,Spain,Álvaro Borja Morata Martín,Center Forward,1.511008,3795108,3477,,,,,0.9952207691455331,Complete,6892,Pau Francisco Torres,Ground Pass,Right Foot,60.27082,40.008915,35.2,33.3
158ae4f6-babc-45b6-9e63-c2ea27bf6824,8,1,0,,2,From Kick Off,Spain,Pau Francisco Torres,Left Center Back,1.463245,3795108,6892,,,,,0.9883157090249938,Complete,4353,Aymeric Laporte,Ground Pass,Left Foot,37.99778,35.906757,44.2,54.1
012c7074-68a3-4da1-ba85-060d0f1ce7b0,12,1,0,,2,From Kick Off,Spain,Aymeric Laporte,Right Center Back,2.867591,3795108,4353,True,,,,0.2709725348412959,Incomplete,5199,Jorge Resurrección Merodio,High Pass,Right Foot,50.802086,55.73196,89.6,35.6
b45aa278-3f20-4d3a-8f9b-7a0da7ec2973,18,1,0,,2,From Kick Off,Spain,Jordi Alba Ramos,Left Back,0.957823,3795108,5211,,,,,0.9586072943391932,Complete,6720,Pablo Sarabia García,Ground Pass,Left Foot,78.47189,18.79359,89.6,10.4
0a724595-f59f-4f54-afdb-ad643ee607de,21,1,0,,2,From Kick Off,Spain,Pablo Sarabia García,Left Wing,2.681273,3795108,6720,,,,,0.950821011259294,Complete,6892,Pau Francisco Torres,Ground Pass,Left Foot,88.328384,5.834076,51.8,14.1
76d37236-512f-4fbd-b99c-7500dac98852,24,1,0,,2,From Kick Off,Spain,Pau Francisco Torres,Left Center Back,1.088051,3795108,6892,,,,,0.9635241383339004,Complete,5211,Jordi Alba Ramos,Ground Pass,Right Foot,51.8,14.1,58.9,9.1
427873f0-47ca-4ad6-93ab-7052641f1ebc,27,1,0,,2,From Kick Off,Spain,Jordi Alba Ramos,Left Back,1.034201,3795108,5211,,,,,0.9948576884872941,Complete,6892,Pau Francisco Torres,Ground Pass,Left Foot,57.582798,5.26815,45.4,18.8
df9d46fc-415e-4d12-89e0-6fa1e744c371,30,1,0,,2,From Kick Off,Spain,Pau Francisco Torres,Left Center Back,1.132377,3795108,6892,,,,,0.9877772674581072,Complete,5211,Jordi Alba Ramos,Ground Pass,Right Foot,48.498405,20.612724,48.4,14.4
9673ed8b-d9e6-4bb6-98c3-a694d1246bb5,33,1,0,,2,From Kick Off,Spain,Jordi Alba Ramos,Left Back,1.532448,3795108,5211,,,,,0.9958078276914666,Complete,6892,Pau Francisco Torres,Ground Pass,Left Foot,47.90744,12.689026,32.9,20.7
20aa2340-5b0c-48c5-bcda-3c7eebb50f30,36,1,0,,2,From Kick Off,Spain,Pau Francisco Torres,Left Center Back,1.761593,3795108,6892,,,,,0.9940300834972478,Complete,4353,Aymeric Laporte,Ground Pass,Left Foot,43.90252,23.115353,34.8,51.9
